text, label
„Åã„Å§„Å¶Web„Åß‰∏ÄËà¨Âêë„Åë„Å´„ÇÇÂÖ¨Èñã„Åï„Çå„Å¶„Åü„Ç™„É≥„É©„Ç§„É≥Áâà„Å´„Åª„ÅºËøë„ÅÑÂÜÖÂÆπÔº�
Disaster Alert (PD‚Ä¶ https://t.co/X4jlbC841d , A
"Global Disaster Alert and Coordination System Alert : On 11/21/2018 6:21:43 PM  an earthquake occurred in United St‚Ä¶ https://t.co/WCWIYYzYMw , A
"Modi as PM will be a disaster for India: Manmohan Singh https://t.co/aY8IrRi0K
Professor  Economist  Central bank‚Ä¶ https://t.co/U7UtAZ3gAl , NA
"RT @CDCgov: Outbreak Alert: Do not eat any romaine lettuce  including whole heads and hearts  chopped  organic and salad mixes with romaine‚Ä¶ , A
ALERT DISASTER MAJOR Salty Tornado with a horde of fire breathing rainbows just south of Fiesta Circl , A
"RT @AAPbalbir: Amritsar holy city on high alert  still day time sooting. Total collapse of law &amp; order.@AAPPunjab demands immediate arrest‚Ä¶ , NA
"**Disaster alert* When we crash-out UK landmass will re-attach to Europe  Labour will admit socialism is catast‚Ä¶ https://t.co/oRNh8mEryS , NA
RT @floodalliance: A great example of how SMS messages alert remote communities of extreme weather - allowing them to prepare and avoid dis‚Ä� , NA
Flood Alert: Lower River Swale 20:53 21 November https://t.co/SxW76ChOb , A
NWS Alert&gt; Updated: Coastal Flood Advisory is in effect in Kleberg and Nueces Counties until early Friday #txwx https://t.co/oAgks9PGb , A
"Weather AlerCoastal Flood Advisory for Flagler Co. from 6:00 AM Thu until 4:00 AM Sat (EST) , A
"COASTAL FLOOD ADVISOR               Issued 02:42 PM EST on November 21  201
View full statement at https://t.co/lJ7Lexv3Ax , A
RT @yorkrescueboat: A Flood Alert has been issued for the Mid and Lower River Swale as of 16:21 Wed 21st Nov. Check Environment Agency webs‚Ä� , A
RT @kron4news: FLOOD ALERT: Rain causes Ashby Ave. to flood near 1-80 overpass in Berkeley https://t.co/feI6Trrqw , A
@mekosoff @xor there is a movie called hurricane heist that I discovered through the heist alert and it is sharknad‚Ä¶ https://t.co/mEVs5mRmI , NA
"RT @HDE_FR: ""There are four guys still walking on the face of this earth because of thaHDE V-Watch.‚Ä�Kenny Anderson  EMS Captain from Cor‚Ä¶ , NA
"RT @JosephDeMauro1: THE OZZY STORM ALERMETRO NEW YORK - NEW JERSEY STORM SURGE ALERClick Here https://t.co/QvDsyLnUC
#Brooklyn #hobok‚Ä¶ , A
"RT @JosephDeMauro1: THE OZZY STORM ALERNY-NClick Herhttps://t.co/ONtqEbBW0 #tumblr #Brooklyn #hoboken #hurricane #JerseyCity #njhur‚Ä¶ , A
"RT @JosephDeMauro1: The Ozzy Storm AlerNY-NClick Herhttps://t.co/RKSg2IXni #WordPress #Brooklyn #hoboken #hurricane #JerseyCity #nj‚Ä¶ , A
RT @TankLawrence: üö®Product Drop Alertüö® : FINALLY Got these Hot Boy$ shirts up on my website! These are limited edition! Proceeds will go to‚Ä� , NA
"Everyone can see the clarity change of this earth  super hurricane just swept to Japan  forest fires at US  everyon‚Ä¶ https://t.co/Cb1NeLfUsx , NA
AND SO IT BEGINS....HERE COMES POSSIBLE SURF ALERT AS LOW PRESSURE FORECAST TO DEVELOP OFF THE EAST FLORIDA COAST A‚Ä¶ https://t.co/ZHbjLcpeC , A
"RT @RadioMediaGuy: UPDATE - A State of Emergency has been declared today November 21 2018 at 5pm for the Town of Beech Mountain due to the… , A
"Green earthquake alert (Magnitude 5.7M  Depth:145.5km) in United States 21/11/2018 18:21 UTC  About 4000 people within 100km. , A
"Alert Ready: Earthquake M=4.1 - 78 km SSE of Sooke  BC / En Alerte: Séismes M=4.1 - 78 km SSE of Sooke  BC , A
Veniaminof volcano on alert due to strong synchronisation of the tectonic waves in the region. The same synchronisa… , A
RT @ChileAlertaApp: New #Earthquake. 🌎 4.9 (Mb) - 162 km al sureste de Bengkulu - Indonesia.21/11/2018  2:42:29 PM #Bengkulu-Indonesia App:� , A
[Tsunami] | Tsunami Information | 2018-11-21 18:21:42: Tsunami Information issued on 21/11/2018 at 18:21:42 onto th… , A
"RT @FUTURENEWS2020: Another alert for possible seismic events(quakes with tsunami risks  floods  accidental fires)) this week from tomorrow… , A
@cinnabar_dust Tsunami alert on Arabian shore , A
"RT @jigneshkshatri1: @baba_vardaani @FoxNews @PujanNews @SkyNewsAust Chances of major earthquake near Andaman  India during next 48 hours t… , A
Earthquake/Tsunami Alert: No Tremors felt and Tsunami threat in Malaysia. , A
"RT @USDAFoodSafety: Outbreak Alert:  Do not eat any romaine lettuce  including whole heads and hearts  chopped  organic and salad mixes wit… , A
Press Alert: Grants approved for earthquake and tsunami victims in Indonesia .. , NA
[Tsunami] | Tsunami Information | 2018-11-19 20:18:41: Tsunami Information issued on 19/11/2018 at 20:18:41 onto th… , A
RT @carletro84: Weather Alert. Cyclone Warning!! , A
RT @blanketcrap: Cyclone &amp; Monsoon Aler , A
"(News) INDIA- India braces for cyclone  puts navy on alert , NA
"RT @kevinjaystanton: New @quinn_the_fox pin alert! This delicate beauty is the Petal Cyclone Peony  from the far off mountains beyond Isoch… , NA
"RT @WideRtNattyLt: @WoolwichPigeon @JaredStansbury @WLCyclone ""This is a Cyclone Weather Alert. Radar has indicated a strong poop tornado a… , NA
"RT @MandiPolice: Alert  PLZ AVOID TRAVELLING ON NH MANDI TO KULLU...AS LANDSLIDE HAS BLOCKED THE ROAD NEAR BANALA (AUT). , A
"JUST IN: MGB warns that with the heavy rainfall that Tropical Depression Samuel may bring  the debris from the Naga…  , A
"RT @SheSternly: Alert: PUH-LEESE  you are not a registered dem  you do not have the beliefs you have due to an 'awakening'. Tell me  was it… , NA
I want an Oreo Blizzard from Dairy Queen.Spoiler Alert: I'm lactose intolerant.Current Mood: 😫😩� , NA
BIT BLIZZARD ALERT ❄️ Go support your fav streamers *coughs*hello*coughs* this holiday season , NA
"RT @mikecejka4: ALERT: Snow Squall Warning for Niagara Orleans until 9:15 AM.  Blizzard-like conditions under a snow squall dropping rapidl… , A
"Snow squalls cause high numbers of accidents each winter  due to the rapidly changing visibilities. It can be sunny… https://t.co/YFVYx0u81 , NA
@rickyftw Mega discounted OWL items alert - https://t.co/Hb1qUfnsC , NA
"@mmmadcccow @wkyc @WEWS Every storm  sprnkle  snow storm   Jeff Tanchek scares the piss out lil kids! A usual summe… https://t.co/LTBgFMWZzM , NA
Is there a way to alert blizzard regarding accounts that purposely lose Team League games to boost others?… https://t.co/ME5ZXsmDB , NA
RT @GeeDee215: “... Butte County contracted for a private warning system to alert residents in danger — if they had the foresight to sign u� , NA
@AKimCampbell @FrankDangelo23 A blizzard of bullshit alert , NA
@NikiMarieDawn Fierce Lady Friendships = awesomeness.  Stay tuned for my fierce shirt and nails.  Spoiler alert: bl… https://t.co/DTus2iuFD , NA
I liked a @YouTube video https://t.co/rRi2XJy6ZW VOLCANO BAY WATER PARK CLOSED! RANT ALERT + Disney Blizzard Beach Water Slides FUNne , NA
@palmaneri13 @JeffIsMoi @FionaAlcid Drought alert , A
RT @Lauriefirelily: 🚨Free Sand Bags.Effected by Fires or 🤷‍♀️ ✔Drought conditions in California! Be Safe!💥Free Sandbags.✔Anyone who needs� , NA
The drought days is come to end ARMY... BLESSING ALERT...😭😭😭😭😭😭😭😭😭😭😭� , NA
"California Wildfire update: Sequoia National Forest:  Eden 835 acres 5% contained. Alder  Mountaineer and Moses 5 9… https://t.co/7tdgVEh9Ya , A
RT @OANN: Paradise wildfire survivors claim officials never sent emergency alert to evacuate: https://t.co/l7YoNik9mI via @YouTub , NA
"RT @emilycadei: NEW: While touring California's wildfire wreckage  the president announced Congress was adding $500 million in funding to t… , NA
@InTheThickShow @Maria_Hinojosa @julito77 @jennimonet @WajahatAli We are actually in a wildfire deficit 😲 I learned… https://t.co/8quRRI2Y8 , NA
"Red Alert is declared for the commune of Quilpué  Chile due to forest fires.  , A
A #flashflood watch is issued by @CaltransDist1 for areas of Northern California. Those areas include #LakeCounty a… https://t.co/6UjbH7aGK , A
Breaking News Alert: California Wildfires Are Now Burning Through A Highly Toxic Nuclear Waste Site https://t.co/fL5JLSlzV , A
RT @Dr_Eager: Nobody would have saw this coming just like they wouldn't have saw those California wildfires coming we've been on high fire� , NA
Criticism is building of the alert system for California wildfires as the death count climbs from the Camp Fire. Ou… https://t.co/XjVAeH4GX , NA
via @SpareTheAir WINTER SPARE THE AIR ALERT IS IN EFFECT TODAY: Air quality is forecast to remain unhealthy in the… https://t.co/fIBa5V834 , NA
"RT @tWeatherSA: ⚠️ ALERT: FINAL DAY OF HEAT WAVE in Gauteng on Sunda Vereeniging 33°Johannesburg 34°Pretoria 35° 🔥HEAT WAVES THIS S… , A
There is an Alert for Ice Storm (Mod) at Tue Nov 20 08:53:02 +0000 201 , A
Ice Storm Alert -  ALL CLEAR! https://t.co/skCIG5dlN , A
Stage Two Ice Storm Alert https://t.co/EyXsVWanb , A
"RT @GMA: Millions are on alert for dangerous cold  snow and ice as the first winter storm of the season moves into the northeast. @WhitJohn , A
Stage One Ice Storm Alert on 11-17-18 until 11-19-1 , A
NWS Alert&gt; Winter Storm Warning: Heavy Snow Expected. Total Snow Accumulations of 5 to 8 Inches. A Glaze of Ice is… https://t.co/BEINdtxsq , A
RT @NYCockerRescue: SENIOR ALERT!!!  ANOTHER ANGEL IN NEED!! , NA
"EARTHQUAKE ALERT  NORTH ATLANTIC OCEAN USGS | M 6.2 - North Atlantic Ocean https://t.co/iSg9BBF8d Kim's Notes:… https://t.co/WfvXCmavhx , A
"RT @CaliaDomenico: Anak Krakatau volcanic lightning at night 24-26 October 2018Eruptions filmed In real time ..... https://t.co/BzLJzSXr7R , A
Volcanic eruptions once caused mass extinctions in the oceans – could climate change do the same? https://t.co/0Vg3qvkT1 , NA
My life story contains more chapters beneath the volcanic eruptions of my actions and words than the resulting moun… https://t.co/BWgiUDza6 , NA
Such an interesting read about the Dark Ages and Climate influenced by volcanic eruptions. https://t.co/396cdxt3D , NA
"Volcanic eruptions  meteor strikes  lightning strikes: Not caused by man.  You j… https://t.co/y0fQW72k4v , NA
Here’s a list of major ( only major !! ) volcanic eruptions in the last 3 months and off course 🐑🐑🐑🐑 nothing wrong… https://t.co/A5jNGcEaY , NA
"RT @DrinkBriggo: New podcast with The Del Fuego Project's founder  Taya Brown  is up! Don’t forget  every cup of coffee you buy we donate 1� , NA
@Stryper...sending warning like a good sister..Big fault quakes will come when someone divide Gods Israel &amp; his ang… https://t.co/5nCuRjaZV , NA
"RT @Kacy10000: Offshore Quake Causes Tsunamis  Nuclear Worries in Japan | https://t.co/Sv2guOTOtM , NA
RT @KIRO7Seattle: Building earthquake early warning one sensor at a time https://t.co/DZHHgDXSW , NA
EARTHQUAKE! M5.4 quake strikes at a depth of 151.1km in / nearby Southern Alaska on 21-Nov-2018 18:21:42 UTC at epi… https://t.co/BzyOQBC4z , A
"OMG! Again 5.2 Mag #Earthquake jolted #IndonesiaNo Tsunami warning generated so far. https://t.co/LJIWzWAzjr , A
"🇮🇩💢#Indonesia  #Earthquake m5.2 p:10km e:Norte de Sumatra-No hay riesgo de TsunamSismología Indonesia:… https://t.co/yMvmNE4CKe , A
Earthquake forecast: Major tremors predicted in ‘critical’ coming days  https://t.co/9MU5N4Tht , A
What shall the next warning be? They continue to oppress the poor instead of raise the barn. An earthquake , NA
It’s no global warning ⚠️ Come help the Hurricane Florence victims in NC( a natural disaster , A
Fraudulent emails commonly appear after major natural #disasters and often contain links or attachments that direc… https://t.co/qO6L384qv , NA
"RT @FTPeVeVe: HURRICANE WARNING FLORIDA #Hurricane , A
"@simply_gary I think I get what your saying  if people have warning and refuse to be responsible they should be pun… https://t.co/rn6EqfzLBF , NA
@mahssportszone @MonroeArea Hurricane warning is in place until Friday at midnight!! , A
RT @Nash076: This brings up something I've growled about for ages: the hype factor , NA
"Cable news can hype a hurricane  because there's days… , NA
"No Deeds  No Aid: PR Faces Home Reconstruction Challenge https://t.co/NDhBKowL7Z , NA
This is the third time a hurricane warning has been issued , A
Hurricane Warning in effect , A
"RT @sheils1002: Yuzu's feelings about Mar.11  2011 disaster that hit his hometown &amp; how he's chosen to deal with it: , NA
"RT @redrum57: Disaster  if Corbyn gets into power warning!!!If you have over £5 million in the bank  are a national newspaper  the BBC or� , NA
emergency and disaster preparedness https://t.co/ZqVAx7eNZ1 via https://t.co/fDjwPBAYU , NA
RT @ABCNews24: #NepalEarthquake update: The Indian Army says 18 bodies have been found on #MountEverest after an #avalanche buried part of ‰� , NA
think of Nepal over 5000 daed my by more that isnot climate change its natur whatis next not even mother nature can help that how it  , NA
kontext_bat: RT WSJ: Google executive Dan Fredinburg killed in Everest avalanche after Nepal earthquake ‰Û_ http://t.co/FxC3K1WB , NA
" in the quake" , NA
" a pile of bodies and a lost world http://t.co/JMaU2SYycP http://t.co/T40SpgH7B7" , NA
Google exec dies in Mt. Everest avalanche after Nepal quake http://t.co/s0jpaUROB1 #Startup #Entrepreneurs #Ide , NA
" but 17 others dead htt‰Û_" , NA
"515 injured - Totals """"set to rise"""" - Huge damage http:/‰Û_" , A
RT @ICEYTREY: Bruce Jenner still front page of Yahoo when 1500 people died in an earthquake in Nepal this morni , NA
"500 ‰ÛÒ rolling report http://t.co/rF1EJyO0cP  Rolling coverage of developments in Himalayan nation ‰Û_" , NA
RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co‰� , A
15k people died in Nepal? Omg. My heart breaks for them  , NA
" says PM Koirala http://t.co/ud7JwWDn6n http://t.co/qqeJKOXz3x" , NA
"862 in Nepal. http://t.co/wfrWhrp3b1 http://t.co/tvu3CEw9P1" , NA
"000 were killed in Nepal &amp; people were worrying about Bruce Jenner. http://t.co‰Û_" , NA
RT @johnspatricc: åÈ http://t.co/2bOut6UStL Nepal Earthquake Death Toll Tops 3700 #Nepalearthquake 405 http://t.co/oODcrhhu , NA
The #NepalEarthQuake has taken the lives of more that 688 people #R , NA
Death toll rises to 1805 after 7.8 magnitude earthquake devastates Nepal - http://t.co/YONbgqTr , NA
RT @gauravcsawant: 750 dead in Kathmandu. Lamjung (epicentre) initial reports: more than 100 dead. (India to dispatch additional doctors &amp; ‰� , NA
"Caritas Nepal: Situation 3 days after quake ""pretty bad"" as death toll rises http://t.co/61ZuosV9b , NA
"200. http://t.co/1Ygvgq8Td9 bo pledges $$Ms in aid-yet BILLIONS for Iran." , NA
wowaa Photos: Over 1500 killed in massive earthquake in Nepal today http://t.co/c6apOCxX , NA
"400 THOUSANDS INJURED  #Reuters  http://t.co/EHi7ZPLcYR http‰Û_" , A
RT @cnnbrk: Images are coming to CNN of the devastating #NepalQuake that has killed hundreds. http://t.co/2JZV9UlsOk http://t.co/K6MglanI , NA
" felt in most parts of Ind..." , NA
" death toll seen rising after devastating quake: KATHMANDU (Reuters) - Nepal urged countries ... http://t.co/tYvNbAHEhF" , NA
"500. But thats 0.8% of the Haiti toll: http://t.co/kFMq2kjtwi http:‰Û_" , NA
"900 people are dead. http://t.co/hCyjO7YyS7" , NA
"000 people." , NA
" 217 missing in quake-triggered avalanche on Mt Everest.   Follow live: http://t.co/Evw1AsIdqN http://t.‰Û_" , A
Death toll uncertain as biggest quake in more than 80 years hits Nepal. http://t.co/FRu1ss7g , NA
Family of missing Ottawa hiker Faye Kennedy says she is alive but injured and airlifted to Kathmandu No idea of extent of injuries @CTVNe , NA
RT @ThislsAmazing: Nepal earthquake: nearly 700 people dead. My prayers for the people Kathmandu. http://t.co/8q7B9SjZ , NA
RT @AriaaJaeger: #PrayForNepal A 7.9 earthquake has killed more than 480 people. Pls join me in praying for #Nepal http://t.co/pHmrRMb5 , NA
"300 http://t.co/FEg9JApDaf (via @BBCSanjoyM) http‰Û_" , NA
"000: Anger and frus... http://t.co/TFg3Pdf4A7" , NA
"430 killed http://t.co/IEHdsSPreY http://t.co/4y1Pzz3tyO" , NA
"frmr Nepal PM #NepalEarthqauke http://t‰Û_" , NA
'Many dead' in powerful Nepal quake http://t.co/etfJEeJU , NA
Xinhua abt 6.6m affected in nepal 2000dead A big tragedy @Zahenaseeb@DrJwalaG@ExSecular@NeelakshiGswm@unheard_in@RomeshNadir@nanditathhak , NA
RT @saaurabhshuklaa: Death toll in #NepalEarthquake crosses 2200. Over 5000 injured #Kathmanduquake #avalanche  #IndiaWithNep , NA
"000 ‰ÛÒ The death‰Û_ http://t.co/H9YUj5ZAHE #News" , NA
"000 injured. http://t.co/bZFk4zvZpQ." , NA
RT @DeIics: Over 4000 people died in the Nepal earthquake but no one seems to care about that right n , NA
" Nepal's capital. http://t.co/hKXNx1gmkf" , NA
So devastating the amount of deaths in Nepal due to the earthquake‡_ä4‡_¢5 #prayfornep , NA
" beheading of Coptic Christians n Libya. W‰Û_" , NA
RT @SirJadeja: More than 1500 people have already died in #NepalEarthquake This is a monstrous calamity. #PrayersForNep , NA
Nepal Earthquake Kills Over 1800 People; More Than 40 Dead in Ind , NA
RT @marjory_egan: 1400 killed in a Magnitude 7.9 earthquake in Nepal: USGS http://t.co/5nfF4IW7qv #Irantalks #google #Mumb , NA
RT @dipakbhattarai: Hundreds of people getting treatment outside of Teaching hospital #earthquake  #nepal http://t.co/wHv1w2kT , NA
" massive rescue efforts on as ... - Hindustan Times: Hindustan Time... http://t.co/pDt00cFrmP" , NA
RT @cnnbrk: Nepal quake death toll almost at 800 now. Witnesses say people are confused and scared. http://t.co/TKBlea28QD http://t.co/AoSi‰� , NA
RT @sambitswaraj: Extremely Heart Wrecking to learn that more than 100 People are dead in Nepal ..May their Souls rest in Peace #earthquake‰� , NA
RT @Slate: A 7.8-magnitude earthquake has struck Nepal killing at least 906 people: http://t.co/LXDLAp8C7N #NepalEarthquake http://t.co/XS2‰� , NA
"263 people dead in the #NepalEarthquake...  My heart goes out to their families and the people of Nepal" , NA
"800 Google exec among at least 13 killed in avala... http://t.co/WHFeniycwR" , NA
@HeartNews Nepal earthquake Death toll rises above 3500 http://t.co/ipYUNrHJ , NA
" claiming 900 lives. The aftermath is devastating. http://t.co/b1tl‰Û_" , NA
" n... http://t.co/yoWn6zmd2v (GUA)" , NA
"500." , NA
" human casualties in nepal approx 10000 !! 1 cow's life = 5 human being‰Û_" , NA
" Official Says"""" by REUTERS via NYT http://t.co/4iEABy6rrF" , NA
" Everest shaken http://t.co/1m4z4jGSGs via @AP http://t.co/R9hDmXCVm1" , NA
RT @reddimples45: @ntvkenya  The news has just picked up - 7.9 magnitude earthquake hit Nepal killing 150 people prophecy of more earthquak‰� , NA
" Nepal (AP) ‰ÛÓ Aid reached a h... http://t.co/y1CAs8k‰Û_" , NA
RT @mellberr: åÈ http://t.co/TwO13lJl0L #Nepalearthquake Nepal earthquake State Dept IDs 2 Americans killed in Nepal quake; 2 others reporte‰� , NA
"guess Hindu lives dont count http://‰Û_" , NA
"600 http://t.co/pLsObUIGyp http://t.co/oBQI06UhwT" , NA
"175 worldwide abortions. FBI predicts ISIS attack in USA.  Peopl‰Û_" , NA
2600 people died in earthquake in nepal. http://t.co/IDPTNO5M , NA
"805. #BreakingNews #NepalEarthquake #nst170 http://t.co/hmJoov6F‰Û_" , NA
"800 http://t.co/LQhDfm2ANx" , NA
RT @ibnlive: BREAKING | Emergency declared in Nepal after massive #NepalQuake kills over 700 people LIVE: http://t.co/nAGJZvxOXM http://t.c‰� , NA
"000 with many more missing ‰ÛÒ rolling report http://t.co/AeHxWbQ8J1 #follow Go to ‰Û_ world_‰Û_" , NA
"700 injured -- Home Ministry #NepalEarthquake http://t.co/sn‰Û_" , A
"538 injured. @NEoCOfficial" , NA
" news" , NA
Nepal quake toll crosses 4000; Many still feared trapped http://t.co/1QhkFgVQ , A
"000 http://t.co/g5RwLsVsZP" , NA
RT @briannacabello1: 1000 people in Nepal died today. Be thankful‡_ , NA
"100 in Nepal earthquake | Fox News Video ‡_ü8 http://t.co/9d3wJXRBI5" , NA
RT @mellberr: åÈ http://t.co/SgTIcaSt1a Nepal earthquake #Nepalearthquake Nepal earthquake: Death toll nears 4000 åÈ UPDATE åÈ England GBR Wat‰� , NA
" toll expected to rise http://t.co/wOnxZ8pRwK" , NA
" spokesman for Nepal's Ministry of Home Affairs says. http://t.co/‰Û_" , NA
Death roll croses 2000 in nepal now #earthqua , NA
"000 people dead. Pray for Jordan too." , NA
RT @WSJ: Hindus bear loved ones‰Ûª bodies to Nepal holy site. ‰ÛÏNobody will love me as much as she did‰Û http://t.co/OxhJubLvkp http://t.co/rUy‰� , NA
" says Nepal government" , NA
RT @GlobalGrindNews: 700 people found dead after a devastating 7.8 magnitude earthquake hits Nepal http://t.co/OreMX0ya , NA
" Everest shaken: A powerful earthquake struck Nepal S... http://t.co/Knhr5ethsv via .@TheNewsHype" , NA
RT @AFP: #BREAKING At least 114 killed in Nepal earthquake: home minist , NA
" Foreign Office confirms http://t.co/iKEaYNNoU6" , NA
Nepalese Dig With Bare Hands for Earthquake Survivors: Rescuers dug with their bare hands and bodies piled up in Nepal today after an. , A
#NepalQuake  More than 4600 killed - the government declares three days of mourning      , NA
" finance minister of Nepal tells @rahulkanwal &amp; I on @Headlines‰Û_" , NA
" police say http://t.co/K0D94ESuP5 http://t‰Û_" , NA
"617 people have been confirmed dead in Nepal after massive quake" , NA
" say authorities http://t.co/3BTo9l1QZ4" , NA
" yet Bruce Jenner w‰Û_" , NA
@timesofindia  Really pathetic. Still we dont know how much the toll will rise. #NepalEarthquak , NA
#Nepal families cremating the bodies of their family members in the fields  Photo: Niranjan Shrestha - @AP http://t.co/BLwQjhIi , NA
17 mountaineer's confirmed death.Nepal Envoy thanks Indi , NA
"300 How to help the relief effort: http://t.co/Is8u6nKIzg http://t.co/YO0rzgh‰Û_" , NA
" says AP" , NA
RT @Drudge_Report_: #NEPAL #STRUGGLES TO #RECOVER THE DEAD... http://t.co/azjtHaUN , NA
RT @BBCBreaking: 17 confirmed killed when avalanche hit Mount Everest base camp after #NepalQuake - mountain's worst-ever disaster http://t‰� , NA
RT @ShakingEarth: Massive earthquake below Nepal - At least 174 fatalities so far (expect to rise further) - http://t.co/6zdFQouDqz http://‰� , NA
" official says. http://t.co/hCyjO7YyS7" , NA
" I get sick inside all over again." , NA
" pray for Nepal" , NA
assive #earthquake below #Nepal - At least 630 fatalities so far - economic losses 3-5 billio , NA
"000. http://t.co/J0QB6laMcc ‰Û_" , NA
RT @htTweets: 34 people killed in India after Nepal earthquake: Union home secreta , NA
RT @CNN: Tales of visitors who survived #NepalEarthquake -- and those who did not http://t.co/8Fusw3j17t http://t.co/mq6DrAeB , NA
" many missing. http://t.co/E2lNYOP0K3 #NepalQuake #Nep‰Û_" , NA
" #newsnepal   http://t.co/1Jih6Xf2EZ" , NA
" 20 so far known in TAR" , NA
RT @unicefusa: Death toll from the #Nepal earthquake continues to rise; massive relief efforts are under way. Please RT. Donate now https:/‰� , NA
"130 dead in massive earthquake centered outside of Kathmand‰Û_" , NA
Nepal Earthquake: At Least 800 Feared Dead As 7.8 Magnitude Earthqua , NA
" Shake Mount Everest  RT @VOAAsia http://t.co/srcWsFrYuw" , NA
"100 as rescuers continue search for survivors: http://t.co/4pPpR7Vn68 http://t.c‰Û_" , A
"000 people. http://t.co/QNKMfSPQqj #Everest" , NA
RT @GivMeSome_Mo: Death count is above 4600 in Nepal! That's insane!!! #Prayers , NA
RT @SylviaEken: #NepalQuake Death toll 1900 and 700 casuallties in Kathmandu valley. http://t.co/B8L6M4ERCD http://t.co/3mKXfbnY , NA
RT @ajplus: The death toll continues to rise after the #NepalEarthquake and people are sleeping outdoors in fear of aftershocks. https://t.‰� , NA
" crushing settlements htt‰Û_" , NA
"530" , NA
" officials say #NepalEarthquake http://t.co/w3ztO7pu‰Û_" , NA
RT @Obremskeet: So huge earthquake in Nepal probably killing over a thousand people and @CNN is talking about Bruce Jenner. #ProblemsWithAm‰� , NA
" per Home Ministry" , NA
#earthquake Nepal: Nepal Earthquake 2015: Reported deaths in Nepal by district (as of 27 Apr... http://t.co/lbcGDfp5f9 #crisismanageme , NA
" Home Ministry official tells CNN" , NA
British archeologist 'terrified' after narrowly escaping death in Nepal earthquake http://t.co/en95LJXFwX http://t.co/xjCod1mY , NA
" far from family." , NA
" 8 white people are reported dead. Nature is a bitch shem!" , NA
" per Home Ministry. http‰Û_" , NA
Almost 5000 people died and count is still increasing.... but some stupids are creating jokes on #nepalearthquake... http://t.co/eIBt23g3 , NA
RT @TheDailyShare: WATCH: Frightening video from a climber on Mt. Everest captures deadly avalanche triggered by an #NepalEarthquake https:‰� , NA
" so of course we have wall-to-wall cover‰Û_" , NA
RT @de_kaune: @c_nyakundih almost 5000 people died in Nepal...please do something to he , NA
" many trapped in Nepal earthquake http://t.co/SIXuAzozCA" , A
Which is more important-one man who died of police brutality or the 4500+ who've died in the Nepal earthquakes? #Questio , NA
"000.  WATCH: Moment of the 7.8-magnitude earthquake  http://t.co/RtdhpMtvGn" , NA
#NepalEarthquake RT FOR RESPECT! 3 DAYS - OVER 2.500 DEAD EVEN MORE WOUNDED! RESPE , NA
"915 Internally Displac‰Û_" , NA
The death toll in the #NepalEarthquake has risen to more than 2000. OH MY ‡_� , NA
"000 - With just two more persons rescued alive from under quake de... http://t.co/THXM0u96ax" , NA
" fractures &amp; brain/spine injuries. #nepalquake @cnn #kathmandu http:‰Û_" , NA
" officials say http://t.co/GGpcp3WdFM" , NA
" Nepal's Home Ministry tells CNN"""" via @cnnbrk" , NA
" sparking tremors across Asia http://t.co/8BPVME4BjT http://t.c‰Û_" , NA
RT @RashtrapatiBhvn: #PresidentMukherjee @President Ram Baran Yadav of Nepal ‰ÛÒ deeply distressed at loss of life &amp; property due to earthqua‰� , NA
Google Executive Killed in Everest Avalanche After Nepal Quake: An executive at Google was killed when a 7.8-m... http://t.co/wfqdfgEc , NA
"000 as first aid shipments reach area near epicenter. (via @AP)" , NA
"400 injured - @AP http://t.co/VNskuMO5Cs" , A
"200 injured. http://t.co/NawhlFpQS5" , A
"900 of the dead are in Nepal. http://t.co/hCyjO‰Û_" , NA
RT @abc15: Google executive among hundreds dead from #Nepal quake http://t.co/C1zmmbexhy #abc15 http://t.co/OCftpUev , NA
"000 injured.  Simply horrific." , NA
" Killing Hundreds: The powerful temblor hit north of the cap... http://t.co/Rnxw5gjAoT" , NA
" 1000 Injured As Massive Earthquake Hits Nepal http://t.co/wkq6QItvsH" , A
"700 dead after earthquake." , NA
RT @Karachi_Post: Nearly 1500 reported dead so far in #Nepal Earth quake.Toll expected to ri , NA
" a victim of #Nepalquake http://t.c‰Û_" , NA
" wrecking ma‰Û_" , NA
"800 people http://t.co/QVZ4Qr3uza via @CNN" , NA
" hundreds still missing; rescue operations continue: The death toll in Nep... http://t.co/EqCN8rs6CK" , A
" 100s of foreign tourists missing ‰ÛÓ RT News http://t.co/wHZYthGZI3 #Nepalquake‰Û_" , A
" triggers avalanches ‰ÛÒ A powerful‰Û_ http://t.co/gI2D0rif5p #News #Asia" , NA
RT @AmyFeldtmann: Police in Nepal reporting 449 have now died in the #NepalEarthquake v/@AJEngli , NA
" @BBCAmos explains why Nepal is so vulnerable to earthquakes: http://t.co/sL2DryNPNp http://t.co/Ua5r‰Û_" , NA
" worke... http://‰Û_" , NA
Seven Tourists From Assam Feared Dead in Nepal: Seven tourists from Assam are feared dead in the massive earth... http://t.co/tlYDi9Cs , NA
How does the world do something tangible for the people of Nepal after earthquake kills at least 718? @AJAM http://t.co/zUms1Cg5 , NA
RT @drharshvardhan: The death of mountaineers in the avalanche following Nepal's quake has deeply affected those with the  spirit of advent‰� , NA
" Nepal (AP) ‰ÛÓ A powerful earthqu... http://t.co/4z7dWPdZ0s #BreakingNews" , NA
